inst,xing,winner
uf50-0402.cnf,39,probSAT
uf50-0403.cnf,49,probSAT
uf50-0404.cnf,34,probSAT
uf50-0405.cnf,28,probSAT
uf50-0406.cnf,26,probSAT
uf50-0407.cnf,27,probSAT
uf50-0408.cnf,30,probSAT
uf50-0409.cnf,188,probSAT
uf50-0410.cnf,215,probSAT
uf50-0411.cnf,22,probSAT
uf50-0412.cnf,33,probSAT
uf50-0413.cnf,25,probSAT
uf50-0414.cnf,None,probSAT
uf50-0415.cnf,61,probSAT
uf50-0416.cnf,25,probSAT
uf50-0417.cnf,39,probSAT
uf50-0418.cnf,33,probSAT
uf50-0419.cnf,34,probSAT
uf50-0420.cnf,52,probSAT
uf50-0421.cnf,60,probSAT
uf50-0422.cnf,49,probSAT
uf50-0423.cnf,23,probSAT
uf50-0424.cnf,29,probSAT
uf50-0425.cnf,47,probSAT
uf50-0426.cnf,25,probSAT
uf50-0427.cnf,56,probSAT
uf50-0428.cnf,34,probSAT
uf50-0429.cnf,27,probSAT
uf50-0430.cnf,None,probSAT
uf50-0431.cnf,71,probSAT
uf50-0432.cnf,137,probSAT
uf50-0433.cnf,41,probSAT
uf50-0434.cnf,35,probSAT
uf50-0435.cnf,22,probSAT
uf50-0436.cnf,183,gSAT2
uf50-0437.cnf,45,probSAT
uf50-0438.cnf,41,probSAT
uf50-0439.cnf,66,probSAT
uf50-0440.cnf,27,probSAT
uf50-0441.cnf,33,probSAT
uf50-0442.cnf,51,probSAT
uf50-0443.cnf,28,probSAT
uf50-0444.cnf,58,probSAT
uf50-0445.cnf,42,probSAT
uf50-0446.cnf,35,probSAT
uf50-0447.cnf,132,probSAT
uf50-0448.cnf,23,probSAT
uf50-0449.cnf,53,probSAT
uf50-0450.cnf,31,probSAT
uf50-0451.cnf,54,probSAT
uf50-0452.cnf,25,probSAT
uf50-0453.cnf,347,probSAT
uf50-0454.cnf,220,gSAT2
uf50-0455.cnf,44,probSAT
uf50-0456.cnf,33,probSAT
uf50-0457.cnf,18,probSAT
uf50-0458.cnf,28,probSAT
uf50-0459.cnf,116,probSAT
uf50-0460.cnf,297,probSAT
uf50-0461.cnf,34,probSAT
uf50-0462.cnf,46,probSAT
uf50-0463.cnf,56,probSAT
uf50-0464.cnf,34,probSAT
uf50-0465.cnf,38,probSAT
uf50-0466.cnf,26,probSAT
uf50-0467.cnf,29,probSAT
uf50-0468.cnf,31,probSAT
uf50-0469.cnf,55,probSAT
uf50-0470.cnf,54,probSAT
uf50-0471.cnf,17,probSAT
uf50-0472.cnf,37,probSAT
uf50-0473.cnf,20,probSAT
uf50-0474.cnf,45,probSAT
uf50-0475.cnf,31,probSAT
uf50-0476.cnf,27,probSAT
uf50-0477.cnf,52,probSAT
uf50-0478.cnf,30,probSAT
uf50-0479.cnf,19,probSAT
uf50-0480.cnf,43,probSAT
uf50-0481.cnf,22,probSAT
uf50-0482.cnf,31,probSAT
uf50-0483.cnf,32,probSAT
uf50-0484.cnf,28,probSAT
uf50-0485.cnf,26,probSAT
uf50-0486.cnf,161,probSAT
uf50-0487.cnf,28,probSAT
uf50-0488.cnf,40,probSAT
uf50-0489.cnf,38,probSAT
uf50-0490.cnf,36,probSAT
uf50-0491.cnf,32,probSAT
uf50-0492.cnf,33,probSAT
uf50-0493.cnf,22,probSAT
uf50-0494.cnf,24,probSAT
uf50-0495.cnf,62,probSAT
uf50-0496.cnf,31,probSAT
uf50-0497.cnf,85,probSAT
uf50-0498.cnf,18,probSAT
uf50-0499.cnf,33,probSAT
uf50-0500.cnf,21,probSAT
uf50-0501.cnf,35,probSAT
uf50-0502.cnf,45,probSAT
uf50-0503.cnf,8,probSAT
uf50-0504.cnf,36,probSAT
uf50-0505.cnf,28,probSAT
uf50-0506.cnf,31,probSAT
uf50-0507.cnf,30,probSAT
uf50-0508.cnf,32,probSAT
uf50-0509.cnf,19,probSAT
uf50-0510.cnf,32,probSAT
uf50-0511.cnf,42,probSAT
uf50-0512.cnf,26,probSAT
uf50-0513.cnf,36,probSAT
uf50-0514.cnf,38,probSAT
uf50-0515.cnf,42,probSAT
uf50-0516.cnf,46,probSAT
uf50-0517.cnf,277,probSAT
uf50-0518.cnf,41,probSAT
uf50-0519.cnf,49,probSAT
uf50-0520.cnf,403,gSAT2
uf50-0521.cnf,149,gSAT2
uf50-0522.cnf,28,probSAT
uf50-0523.cnf,30,probSAT
uf50-0524.cnf,39,probSAT
uf50-0525.cnf,22,probSAT
uf50-0526.cnf,63,probSAT
uf50-0527.cnf,20,probSAT
uf50-0528.cnf,20,probSAT
uf50-0529.cnf,27,probSAT
uf50-0530.cnf,27,probSAT
uf50-0531.cnf,40,probSAT
uf50-0532.cnf,29,probSAT
uf50-0533.cnf,49,probSAT
uf50-0534.cnf,27,probSAT
uf50-0535.cnf,431,gSAT2
uf50-0536.cnf,33,probSAT
uf50-0537.cnf,55,probSAT
uf50-0538.cnf,27,probSAT
uf50-0539.cnf,37,probSAT
uf50-0540.cnf,32,probSAT
uf50-0541.cnf,65,probSAT
uf50-0542.cnf,56,probSAT
uf50-0543.cnf,28,probSAT
uf50-0544.cnf,39,probSAT
uf50-0545.cnf,19,probSAT
uf50-0546.cnf,32,probSAT
uf50-0547.cnf,35,probSAT
uf50-0548.cnf,40,probSAT
uf50-0549.cnf,30,probSAT
uf50-0550.cnf,180,probSAT
uf50-0551.cnf,24,probSAT
uf50-0552.cnf,665,gSAT2
uf50-0553.cnf,27,probSAT
uf50-0554.cnf,36,probSAT
uf50-0555.cnf,35,probSAT
uf50-0556.cnf,56,probSAT
uf50-0557.cnf,29,probSAT
uf50-0558.cnf,33,probSAT
uf50-0559.cnf,28,probSAT
uf50-0560.cnf,38,probSAT
uf50-0561.cnf,24,probSAT
uf50-0562.cnf,32,probSAT
uf50-0563.cnf,23,probSAT
uf50-0564.cnf,39,probSAT
uf50-0565.cnf,19,probSAT
uf50-0566.cnf,26,probSAT
uf50-0567.cnf,38,probSAT
uf50-0568.cnf,34,probSAT
uf50-0569.cnf,41,probSAT
uf50-0570.cnf,46,probSAT
uf50-0571.cnf,18,probSAT
uf50-0572.cnf,66,probSAT
uf50-0573.cnf,25,probSAT
uf50-0574.cnf,28,probSAT
uf50-0575.cnf,327,gSAT2
uf50-0576.cnf,15,probSAT
uf50-0577.cnf,34,probSAT
uf50-0578.cnf,31,probSAT
uf50-0579.cnf,23,probSAT
uf50-0580.cnf,46,probSAT
uf50-0581.cnf,20,probSAT
uf50-0582.cnf,32,probSAT
uf50-0583.cnf,41,probSAT
uf50-0584.cnf,24,probSAT
uf50-0585.cnf,384,gSAT2
uf50-0586.cnf,43,probSAT
uf50-0587.cnf,32,probSAT
uf50-0588.cnf,51,probSAT
uf50-0589.cnf,17,probSAT
uf50-0590.cnf,37,probSAT
uf50-0591.cnf,40,probSAT
uf50-0592.cnf,51,probSAT
uf50-0593.cnf,28,probSAT
uf50-0594.cnf,25,probSAT
uf50-0595.cnf,41,probSAT
uf50-0596.cnf,25,probSAT
uf50-0597.cnf,728,probSAT
uf50-0598.cnf,39,probSAT
uf50-0599.cnf,None,probSAT
uf50-0600.cnf,30,probSAT
uf50-0601.cnf,41,probSAT
uf50-0602.cnf,175,gSAT2
uf50-0603.cnf,29,probSAT
uf50-0604.cnf,27,probSAT
uf50-0605.cnf,33,probSAT
uf50-0606.cnf,33,probSAT
uf50-0607.cnf,54,probSAT
uf50-0608.cnf,19,probSAT
uf50-0609.cnf,41,probSAT
uf50-0610.cnf,32,probSAT
uf50-0611.cnf,33,probSAT
uf50-0612.cnf,20,probSAT
uf50-0613.cnf,23,probSAT
uf50-0614.cnf,25,probSAT
uf50-0615.cnf,28,probSAT
uf50-0616.cnf,41,probSAT
uf50-0617.cnf,170,gSAT2
uf50-0618.cnf,17,probSAT
uf50-0619.cnf,44,probSAT
uf50-0620.cnf,36,probSAT
uf50-0621.cnf,47,probSAT
uf50-0622.cnf,18,probSAT
uf50-0623.cnf,53,probSAT
uf50-0624.cnf,58,probSAT
uf50-0625.cnf,16,probSAT
uf50-0626.cnf,39,probSAT
uf50-0627.cnf,26,probSAT
uf50-0628.cnf,186,gSAT2
uf50-0629.cnf,53,probSAT
uf50-0630.cnf,45,probSAT
uf50-0631.cnf,40,probSAT
uf50-0632.cnf,31,probSAT
uf50-0633.cnf,45,probSAT
uf50-0634.cnf,46,probSAT
uf50-0635.cnf,117,gSAT2
uf50-0636.cnf,21,probSAT
uf50-0637.cnf,114,probSAT
uf50-0638.cnf,33,probSAT
uf50-0639.cnf,20,probSAT
uf50-0640.cnf,259,gSAT2
uf50-0641.cnf,81,probSAT
uf50-0642.cnf,78,probSAT
uf50-0643.cnf,41,probSAT
uf50-0644.cnf,41,probSAT
uf50-0645.cnf,22,probSAT
uf50-0646.cnf,44,probSAT
uf50-0647.cnf,41,probSAT
uf50-0648.cnf,24,probSAT
uf50-0649.cnf,153,probSAT
uf50-0650.cnf,25,probSAT
uf50-0651.cnf,119,probSAT
uf50-0652.cnf,26,probSAT
uf50-0653.cnf,52,probSAT
uf50-0654.cnf,45,probSAT
uf50-0655.cnf,34,probSAT
uf50-0656.cnf,70,probSAT
uf50-0657.cnf,20,probSAT
uf50-0658.cnf,41,probSAT
uf50-0659.cnf,18,probSAT
uf50-0660.cnf,513,gSAT2
uf50-0661.cnf,26,probSAT
uf50-0662.cnf,31,probSAT
uf50-0663.cnf,33,probSAT
uf50-0664.cnf,22,probSAT
uf50-0665.cnf,32,probSAT
uf50-0666.cnf,86,probSAT
uf50-0667.cnf,26,probSAT
uf50-0668.cnf,47,probSAT
uf50-0669.cnf,23,probSAT
uf50-0670.cnf,47,probSAT
uf50-0671.cnf,29,probSAT
uf50-0672.cnf,33,probSAT
uf50-0673.cnf,83,probSAT
uf50-0674.cnf,28,probSAT
uf50-0675.cnf,32,probSAT
uf50-0676.cnf,42,probSAT
uf50-0677.cnf,29,probSAT
uf50-0678.cnf,31,probSAT
uf50-0679.cnf,55,probSAT
uf50-0680.cnf,32,probSAT
uf50-0681.cnf,37,probSAT
uf50-0682.cnf,36,probSAT
uf50-0683.cnf,61,probSAT
uf50-0684.cnf,51,probSAT
uf50-0685.cnf,51,probSAT
uf50-0686.cnf,49,probSAT
uf50-0687.cnf,20,probSAT
uf50-0688.cnf,27,probSAT
uf50-0689.cnf,43,probSAT
uf50-0690.cnf,53,probSAT
uf50-0691.cnf,292,probSAT
uf50-0692.cnf,30,probSAT
uf50-0693.cnf,33,probSAT
uf50-0694.cnf,258,gSAT2
uf50-0695.cnf,28,probSAT
uf50-0696.cnf,25,probSAT
uf50-0697.cnf,51,probSAT
uf50-0698.cnf,189,gSAT2
uf50-0699.cnf,34,probSAT
uf50-0700.cnf,32,probSAT
uf50-0701.cnf,13,probSAT
uf50-0702.cnf,47,probSAT
uf50-0703.cnf,32,probSAT
uf50-0704.cnf,36,probSAT
uf50-0705.cnf,44,probSAT
uf50-0706.cnf,32,probSAT
uf50-0707.cnf,48,probSAT
uf50-0708.cnf,23,probSAT
uf50-0709.cnf,20,probSAT
uf50-0710.cnf,32,probSAT
uf50-0711.cnf,102,gSAT2
uf50-0712.cnf,44,probSAT
uf50-0713.cnf,24,probSAT
uf50-0714.cnf,27,probSAT
uf50-0715.cnf,32,probSAT
uf50-0716.cnf,10,probSAT
uf50-0717.cnf,35,probSAT
uf50-0718.cnf,25,probSAT
uf50-0719.cnf,27,probSAT
uf50-0720.cnf,35,probSAT
uf50-0721.cnf,24,probSAT
uf50-0722.cnf,21,probSAT
uf50-0723.cnf,38,probSAT
uf50-0724.cnf,34,probSAT
uf50-0725.cnf,28,probSAT
uf50-0726.cnf,17,probSAT
uf50-0727.cnf,None,probSAT
uf50-0728.cnf,32,probSAT
uf50-0729.cnf,192,gSAT2
uf50-0730.cnf,26,probSAT
uf50-0731.cnf,211,probSAT
uf50-0732.cnf,238,probSAT
uf50-0733.cnf,29,probSAT
uf50-0734.cnf,36,probSAT
uf50-0735.cnf,48,probSAT
uf50-0736.cnf,36,probSAT
uf50-0737.cnf,45,probSAT
uf50-0738.cnf,70,probSAT
uf50-0739.cnf,39,probSAT
uf50-0740.cnf,31,probSAT
uf50-0741.cnf,26,probSAT
uf50-0742.cnf,28,probSAT
uf50-0743.cnf,31,probSAT
uf50-0744.cnf,37,probSAT
uf50-0745.cnf,32,probSAT
uf50-0746.cnf,25,probSAT
uf50-0747.cnf,34,probSAT
uf50-0748.cnf,36,probSAT
uf50-0749.cnf,39,probSAT
uf50-0750.cnf,22,probSAT
uf50-0751.cnf,22,probSAT
uf50-0752.cnf,26,probSAT
uf50-0753.cnf,84,gSAT2
uf50-0754.cnf,31,probSAT
uf50-0755.cnf,51,probSAT
uf50-0756.cnf,25,probSAT
uf50-0757.cnf,30,probSAT
uf50-0758.cnf,141,probSAT
uf50-0759.cnf,66,probSAT
uf50-0760.cnf,27,probSAT
uf50-0761.cnf,46,probSAT
uf50-0762.cnf,38,probSAT
uf50-0763.cnf,51,probSAT
uf50-0764.cnf,48,probSAT
uf50-0765.cnf,40,probSAT
uf50-0766.cnf,35,probSAT
uf50-0767.cnf,25,probSAT
uf50-0768.cnf,50,probSAT
uf50-0769.cnf,28,probSAT
uf50-0770.cnf,20,probSAT
uf50-0771.cnf,141,gSAT2
uf50-0772.cnf,25,probSAT
uf50-0773.cnf,76,probSAT
uf50-0774.cnf,211,gSAT2
uf50-0775.cnf,33,probSAT
uf50-0776.cnf,29,probSAT
uf50-0777.cnf,58,probSAT
uf50-0778.cnf,36,probSAT
uf50-0779.cnf,30,probSAT
uf50-0780.cnf,37,probSAT
uf50-0781.cnf,73,probSAT
uf50-0782.cnf,25,probSAT
uf50-0783.cnf,27,probSAT
uf50-0784.cnf,45,probSAT
uf50-0785.cnf,72,probSAT
uf50-0786.cnf,21,probSAT
uf50-0787.cnf,13,probSAT
uf50-0788.cnf,40,probSAT
uf50-0789.cnf,38,probSAT
uf50-0790.cnf,30,probSAT
uf50-0791.cnf,37,probSAT
uf50-0792.cnf,42,probSAT
uf50-0793.cnf,36,probSAT
uf50-0794.cnf,28,probSAT
uf50-0795.cnf,54,probSAT
uf50-0796.cnf,25,probSAT
uf50-0797.cnf,32,probSAT
uf50-0798.cnf,35,probSAT
uf50-0799.cnf,35,probSAT
uf50-0800.cnf,27,probSAT
uf50-0801.cnf,28,probSAT
uf50-0802.cnf,117,probSAT
uf50-0803.cnf,35,probSAT
uf50-0804.cnf,37,probSAT
uf50-0805.cnf,27,probSAT
uf50-0806.cnf,30,probSAT
uf50-0807.cnf,37,probSAT
uf50-0808.cnf,26,probSAT
uf50-0809.cnf,230,gSAT2
uf50-0810.cnf,35,probSAT
uf50-0811.cnf,46,probSAT
uf50-0812.cnf,15,probSAT
uf50-0813.cnf,26,probSAT
uf50-0814.cnf,36,probSAT
uf50-0815.cnf,24,probSAT
uf50-0816.cnf,27,probSAT
uf50-0817.cnf,71,probSAT
uf50-0818.cnf,28,probSAT
uf50-0819.cnf,34,probSAT
uf50-0820.cnf,37,probSAT
uf50-0821.cnf,74,probSAT
uf50-0822.cnf,23,probSAT
uf50-0823.cnf,41,probSAT
uf50-0824.cnf,35,probSAT
uf50-0825.cnf,32,probSAT
uf50-0826.cnf,24,probSAT
uf50-0827.cnf,65,probSAT
uf50-0828.cnf,36,probSAT
uf50-0829.cnf,121,probSAT
uf50-0830.cnf,41,probSAT
uf50-0831.cnf,15,probSAT
uf50-0832.cnf,38,probSAT
uf50-0833.cnf,134,gSAT2
uf50-0834.cnf,29,probSAT
uf50-0835.cnf,102,probSAT
uf50-0836.cnf,46,probSAT
uf50-0837.cnf,40,probSAT
uf50-0838.cnf,19,probSAT
uf50-0839.cnf,57,probSAT
uf50-0840.cnf,27,probSAT
uf50-0841.cnf,52,probSAT
uf50-0842.cnf,52,probSAT
uf50-0843.cnf,None,probSAT
uf50-0844.cnf,35,probSAT
uf50-0845.cnf,20,probSAT
uf50-0846.cnf,26,probSAT
uf50-0847.cnf,44,probSAT
uf50-0848.cnf,27,probSAT
uf50-0849.cnf,22,probSAT
uf50-0850.cnf,99,probSAT
uf50-0851.cnf,32,probSAT
uf50-0852.cnf,18,probSAT
uf50-0853.cnf,16,probSAT
uf50-0854.cnf,28,probSAT
uf50-0855.cnf,281,probSAT
uf50-0856.cnf,31,probSAT
uf50-0857.cnf,61,probSAT
uf50-0858.cnf,52,probSAT
uf50-0859.cnf,29,probSAT
uf50-0860.cnf,29,probSAT
uf50-0861.cnf,31,probSAT
uf50-0862.cnf,18,probSAT
uf50-0863.cnf,16,probSAT
uf50-0864.cnf,95,probSAT
uf50-0865.cnf,21,probSAT
uf50-0866.cnf,148,gSAT2
uf50-0867.cnf,38,probSAT
uf50-0868.cnf,40,probSAT
uf50-0869.cnf,26,probSAT
uf50-0870.cnf,30,probSAT
uf50-0871.cnf,25,probSAT
uf50-0872.cnf,16,probSAT
uf50-0873.cnf,43,probSAT
uf50-0874.cnf,39,probSAT
uf50-0875.cnf,64,probSAT
uf50-0876.cnf,117,gSAT2
uf50-0877.cnf,47,probSAT
uf50-0878.cnf,36,probSAT
uf50-0879.cnf,29,probSAT
uf50-0880.cnf,18,probSAT
uf50-0881.cnf,26,probSAT
uf50-0882.cnf,28,probSAT
uf50-0883.cnf,41,probSAT
uf50-0884.cnf,48,probSAT
uf50-0885.cnf,32,probSAT
uf50-0886.cnf,45,probSAT
uf50-0887.cnf,22,probSAT
uf50-0888.cnf,36,probSAT
uf50-0889.cnf,42,probSAT
uf50-0890.cnf,25,probSAT
uf50-0891.cnf,31,probSAT
uf50-0892.cnf,24,probSAT
uf50-0893.cnf,18,probSAT
uf50-0894.cnf,27,probSAT
uf50-0895.cnf,30,probSAT
uf50-0896.cnf,163,probSAT
uf50-0897.cnf,20,probSAT
uf50-0898.cnf,58,probSAT
uf50-0899.cnf,18,probSAT
uf50-0900.cnf,53,probSAT
uf50-0901.cnf,45,probSAT
uf50-0902.cnf,21,probSAT
uf50-0903.cnf,31,probSAT
uf50-0904.cnf,26,probSAT
uf50-0905.cnf,48,probSAT
uf50-0906.cnf,18,probSAT
uf50-0907.cnf,24,probSAT
uf50-0908.cnf,37,probSAT
uf50-0909.cnf,43,probSAT
uf50-0910.cnf,47,probSAT
uf50-0911.cnf,46,probSAT
uf50-0912.cnf,49,probSAT
uf50-0913.cnf,18,probSAT
uf50-0914.cnf,30,probSAT
uf50-0915.cnf,419,gSAT2
uf50-0916.cnf,39,probSAT
uf50-0917.cnf,59,probSAT
uf50-0918.cnf,43,probSAT
uf50-0919.cnf,47,probSAT
uf50-0920.cnf,16,probSAT
uf50-0921.cnf,168,gSAT2
uf50-0922.cnf,136,probSAT
uf50-0923.cnf,29,probSAT
uf50-0924.cnf,234,probSAT
uf50-0925.cnf,31,probSAT
uf50-0926.cnf,39,probSAT
uf50-0927.cnf,33,probSAT
uf50-0928.cnf,27,probSAT
uf50-0929.cnf,23,probSAT
uf50-0930.cnf,24,probSAT
uf50-0931.cnf,62,probSAT
uf50-0932.cnf,51,probSAT
uf50-0933.cnf,13,probSAT
uf50-0934.cnf,48,probSAT
uf50-0935.cnf,45,probSAT
uf50-0936.cnf,159,gSAT2
uf50-0937.cnf,52,probSAT
uf50-0938.cnf,39,probSAT
uf50-0939.cnf,202,gSAT2
uf50-0940.cnf,34,probSAT
uf50-0941.cnf,30,probSAT
uf50-0942.cnf,52,probSAT
uf50-0943.cnf,21,probSAT
uf50-0944.cnf,29,probSAT
uf50-0945.cnf,270,gSAT2
uf50-0946.cnf,32,probSAT
uf50-0947.cnf,45,probSAT
uf50-0948.cnf,24,probSAT
uf50-0949.cnf,18,probSAT
uf50-0950.cnf,29,probSAT
uf50-0951.cnf,29,probSAT
uf50-0952.cnf,46,probSAT
uf50-0953.cnf,34,probSAT
uf50-0954.cnf,36,probSAT
uf50-0955.cnf,24,probSAT
uf50-0956.cnf,25,probSAT
uf50-0957.cnf,69,probSAT
uf50-0958.cnf,37,probSAT
uf50-0959.cnf,47,probSAT
uf50-0960.cnf,37,probSAT
uf50-0961.cnf,56,probSAT
uf50-0962.cnf,97,probSAT
uf50-0963.cnf,229,gSAT2
uf50-0964.cnf,38,probSAT
uf50-0965.cnf,23,probSAT
uf50-0966.cnf,40,probSAT
uf50-0967.cnf,31,probSAT
uf50-0968.cnf,24,probSAT
uf50-0969.cnf,24,probSAT
uf50-0970.cnf,21,probSAT
uf50-0971.cnf,54,probSAT
uf50-0972.cnf,29,probSAT
uf50-0973.cnf,31,probSAT
uf50-0974.cnf,27,probSAT
uf50-0975.cnf,44,probSAT
uf50-0976.cnf,41,probSAT
uf50-0977.cnf,39,probSAT
uf50-0978.cnf,27,probSAT
uf50-0979.cnf,26,probSAT
uf50-0980.cnf,24,probSAT
uf50-0981.cnf,29,probSAT
uf50-0982.cnf,33,probSAT
uf50-0983.cnf,15,probSAT
uf50-0984.cnf,38,probSAT
uf50-0985.cnf,34,probSAT
uf50-0986.cnf,89,probSAT
uf50-0987.cnf,11,probSAT
uf50-0988.cnf,35,probSAT
uf50-0989.cnf,25,probSAT
uf50-0990.cnf,29,probSAT
uf50-0991.cnf,45,probSAT
uf50-0992.cnf,335,gSAT2
uf50-0993.cnf,37,probSAT
uf50-0994.cnf,41,probSAT
uf50-0995.cnf,35,probSAT
uf50-0996.cnf,30,probSAT
uf50-0997.cnf,38,probSAT
uf50-0998.cnf,52,probSAT
uf50-0999.cnf,60,probSAT
uf50-01000.cnf,30,probSAT
uf75-01.cnf,115,probSAT
uf75-02.cnf,54,probSAT
uf75-03.cnf,264,probSAT
uf75-04.cnf,286,probSAT
uf75-05.cnf,84,probSAT
uf75-06.cnf,307,probSAT
uf75-07.cnf,286,probSAT
uf75-08.cnf,48,probSAT
uf75-09.cnf,61,probSAT
uf75-010.cnf,52,probSAT
uf75-011.cnf,None,probSAT
uf75-012.cnf,174,probSAT
uf75-013.cnf,72,probSAT
uf75-014.cnf,121,probSAT
uf75-015.cnf,262,probSAT
uf75-016.cnf,98,probSAT
uf75-017.cnf,113,probSAT
uf75-018.cnf,103,probSAT
uf75-019.cnf,85,probSAT
uf75-020.cnf,72,probSAT
uf75-021.cnf,117,probSAT
uf75-022.cnf,53,probSAT
uf75-023.cnf,95,probSAT
uf75-024.cnf,39,probSAT
uf75-025.cnf,105,probSAT
uf75-026.cnf,78,probSAT
uf75-027.cnf,105,probSAT
uf75-028.cnf,57,probSAT
uf75-029.cnf,83,probSAT
uf75-030.cnf,82,probSAT
uf75-031.cnf,106,probSAT
uf75-032.cnf,120,probSAT
uf75-033.cnf,61,probSAT
uf75-034.cnf,None,probSAT
uf75-035.cnf,98,probSAT
uf75-036.cnf,154,probSAT
uf75-037.cnf,308,probSAT
uf75-038.cnf,297,probSAT
uf75-039.cnf,None,probSAT
uf75-040.cnf,None,probSAT
uf75-041.cnf,167,probSAT
uf75-042.cnf,90,probSAT
uf75-043.cnf,72,probSAT
uf75-044.cnf,79,probSAT
uf75-045.cnf,49,probSAT
uf75-046.cnf,163,probSAT
uf75-047.cnf,35,probSAT
uf75-048.cnf,None,probSAT
uf75-049.cnf,88,probSAT
uf75-050.cnf,111,probSAT
uf75-051.cnf,None,probSAT
uf75-052.cnf,68,probSAT
uf75-053.cnf,119,probSAT
uf75-054.cnf,170,probSAT
uf75-055.cnf,206,probSAT
uf75-056.cnf,59,probSAT
uf75-057.cnf,111,probSAT
uf75-058.cnf,99,probSAT
uf75-059.cnf,56,probSAT
uf75-060.cnf,126,probSAT
uf75-061.cnf,133,probSAT
uf75-062.cnf,185,probSAT
uf75-063.cnf,None,probSAT
uf75-064.cnf,102,probSAT
uf75-065.cnf,233,probSAT
uf75-066.cnf,83,probSAT
uf75-067.cnf,197,probSAT
uf75-068.cnf,92,probSAT
uf75-069.cnf,104,probSAT
uf75-070.cnf,81,probSAT
uf75-071.cnf,94,probSAT
uf75-072.cnf,None,probSAT
uf75-073.cnf,100,probSAT
uf75-074.cnf,67,probSAT
uf75-075.cnf,126,probSAT
uf75-076.cnf,98,probSAT
uf75-077.cnf,85,probSAT
uf75-078.cnf,85,probSAT
uf75-079.cnf,159,probSAT
uf75-080.cnf,95,probSAT
uf75-081.cnf,119,probSAT
uf75-082.cnf,70,probSAT
uf75-083.cnf,223,probSAT
uf75-084.cnf,140,probSAT
uf75-085.cnf,41,probSAT
uf75-086.cnf,856,probSAT
uf75-087.cnf,74,probSAT
uf75-088.cnf,108,probSAT
uf75-089.cnf,43,probSAT
uf75-090.cnf,None,probSAT
uf75-091.cnf,67,probSAT
uf75-092.cnf,187,probSAT
uf75-093.cnf,62,probSAT
uf75-094.cnf,102,probSAT
uf75-095.cnf,107,probSAT
uf75-096.cnf,None,probSAT
uf75-097.cnf,487,probSAT
uf75-098.cnf,97,probSAT
uf75-099.cnf,109,probSAT
uf75-0100.cnf,118,probSAT
